id_encuesta,id_ticket,id_mesero,calificacion_servicio,comentario,sentimiento
52484,131230,5,3,Servicio regular,neutro
52485,131232,15,4,"Buen servicio, todo rico",positivo
52486,131233,4,4,"Buen servicio, todo rico",positivo
52487,131235,2,4,"Buen servicio, todo rico",positivo
52488,131239,16,4,"Buen servicio, todo rico",positivo
52489,131241,24,4,"Buen servicio, todo rico",positivo
52490,131243,11,3,Servicio regular,neutro
52491,131244,16,4,"Buen servicio, todo rico",positivo
52492,131245,16,3,Servicio regular,neutro
52493,131247,11,4,"Buen servicio, todo rico",positivo
52494,131251,3,4,"Buen servicio, todo rico",positivo
52495,131254,9,3,Servicio regular,neutro
52496,131255,23,4,"Buen servicio, todo rico",positivo
52497,131256,13,3,Servicio regular,neutro
52498,131257,3,4,"Buen servicio, todo rico",positivo
52499,131261,5,3,Servicio regular,neutro
52500,131262,2,5,"Excelente atención, volveré",positivo
52501,131263,23,4,"Buen servicio, todo rico",positivo
52502,131264,19,2,La atención no fue agradable,negativo
52503,131265,11,4,"Buen servicio, todo rico",positivo
52504,131266,4,4,"Buen servicio, todo rico",positivo
52505,131270,1,3,Servicio regular,neutro
52506,131275,10,3,Servicio regular,neutro
52507,131276,6,3,Servicio regular,neutro
52508,131278,22,4,"Buen servicio, todo rico",positivo
52509,131282,1,3,Servicio regular,neutro
52510,131283,17,4,"Buen servicio, todo rico",positivo
52511,131284,15,2,La atención no fue agradable,negativo
52512,131287,14,3,Servicio regular,neutro
52513,131289,1,3,Servicio regular,neutro
52514,131294,13,4,"Buen servicio, todo rico",positivo
52515,131297,10,3,Servicio regular,neutro
52516,131298,14,4,"Buen servicio, todo rico",positivo
52517,131299,8,3,Servicio regular,neutro
52518,131301,6,3,Servicio regular,neutro
52519,131303,8,3,Servicio regular,neutro
52520,131304,22,3,Servicio regular,neutro
52521,131307,12,4,"Buen servicio, todo rico",positivo
52522,131309,21,4,"Buen servicio, todo rico",positivo
52523,131310,11,4,"Buen servicio, todo rico",positivo
52524,131312,27,4,"Buen servicio, todo rico",positivo
52525,131315,32,4,"Buen servicio, todo rico",positivo
52526,131316,25,4,"Buen servicio, todo rico",positivo
52527,131317,35,4,"Buen servicio, todo rico",positivo
52528,131318,40,4,"Buen servicio, todo rico",positivo
52529,131322,37,3,Servicio regular,neutro
52530,131324,27,4,"Buen servicio, todo rico",positivo
52531,131325,28,3,Servicio regular,neutro
52532,131328,36,3,Servicio regular,neutro
52533,131330,40,4,"Buen servicio, todo rico",positivo
52534,131333,31,4,"Buen servicio, todo rico",positivo
52535,131334,33,3,Servicio regular,neutro
52536,131337,30,4,"Buen servicio, todo rico",positivo
52537,131343,28,2,La atención no fue agradable,negativo
52538,131345,39,4,"Buen servicio, todo rico",positivo
52539,131349,36,3,Servicio regular,neutro
52540,131351,29,4,"Buen servicio, todo rico",positivo
52541,131353,26,4,"Buen servicio, todo rico",positivo
52542,131355,35,5,"Excelente atención, volveré",positivo
52543,131360,35,4,"Buen servicio, todo rico",positivo
52544,131365,34,5,"Excelente atención, volveré",positivo
52545,131368,25,4,"Buen servicio, todo rico",positivo
52546,131369,27,5,"Excelente atención, volveré",positivo
52547,131371,31,3,Servicio regular,neutro
52548,131375,34,5,"Excelente atención, volveré",positivo
52549,131377,36,3,Servicio regular,neutro
52550,131378,40,4,"Buen servicio, todo rico",positivo
52551,131381,32,4,"Buen servicio, todo rico",positivo
52552,131388,31,4,"Buen servicio, todo rico",positivo
52553,131389,40,5,"Excelente atención, volveré",positivo
52554,131390,35,5,"Excelente atención, volveré",positivo
52555,131392,26,5,"Excelente atención, volveré",positivo
52556,131396,36,3,Servicio regular,neutro
52557,131398,25,4,"Buen servicio, todo rico",positivo
52558,131404,44,3,Servicio regular,neutro
52559,131405,47,3,Servicio regular,neutro
52560,131408,45,2,La atención no fue agradable,negativo
52561,131409,48,4,"Buen servicio, todo rico",positivo
52562,131411,41,3,Servicio regular,neutro
52563,131418,47,4,"Buen servicio, todo rico",positivo
52564,131420,45,2,La atención no fue agradable,negativo
52565,131422,44,4,"Buen servicio, todo rico",positivo
52566,131423,44,4,"Buen servicio, todo rico",positivo
52567,131425,42,4,"Buen servicio, todo rico",positivo
52568,131427,44,3,Servicio regular,neutro
52569,131430,44,3,Servicio regular,neutro
52570,131434,45,3,Servicio regular,neutro
52571,131435,43,3,Servicio regular,neutro
52572,131436,46,3,Servicio regular,neutro
52573,131438,46,4,"Buen servicio, todo rico",positivo
52574,131440,47,4,"Buen servicio, todo rico",positivo
52575,131441,48,3,Servicio regular,neutro
52576,131443,48,4,"Buen servicio, todo rico",positivo
52577,131444,43,3,Servicio regular,neutro
52578,131446,47,4,"Buen servicio, todo rico",positivo
52579,131449,48,3,Servicio regular,neutro
52580,131450,48,3,Servicio regular,neutro
52581,131454,41,3,Servicio regular,neutro
52582,131456,47,4,"Buen servicio, todo rico",positivo
52583,131457,46,3,Servicio regular,neutro
52584,131459,13,4,"Buen servicio, todo rico",positivo
52585,131460,10,3,Servicio regular,neutro
52586,131463,1,3,Servicio regular,neutro
52587,131466,21,4,"Buen servicio, todo rico",positivo
52588,131467,8,3,Servicio regular,neutro
52589,131468,4,3,Servicio regular,neutro
52590,131473,6,4,"Buen servicio, todo rico",positivo
52591,131474,22,3,Servicio regular,neutro
52592,131475,17,3,Servicio regular,neutro
52593,131476,16,3,Servicio regular,neutro
52594,131481,8,3,Servicio regular,neutro
52595,131482,20,4,"Buen servicio, todo rico",positivo
52596,131483,14,3,Servicio regular,neutro
52597,131489,8,3,Servicio regular,neutro
52598,131491,18,4,"Buen servicio, todo rico",positivo
52599,131494,15,3,Servicio regular,neutro
52600,131497,5,3,Servicio regular,neutro
52601,131498,22,3,Servicio regular,neutro
52602,131504,10,4,"Buen servicio, todo rico",positivo
52603,131508,9,4,"Buen servicio, todo rico",positivo
52604,131511,19,2,La atención no fue agradable,negativo
52605,131514,21,4,"Buen servicio, todo rico",positivo
52606,131517,2,4,"Buen servicio, todo rico",positivo
52607,131518,3,3,Servicio regular,neutro
52608,131525,7,3,Servicio regular,neutro
52609,131527,4,3,Servicio regular,neutro
52610,131536,7,3,Servicio regular,neutro
52611,131537,4,3,Servicio regular,neutro
52612,131539,15,3,Servicio regular,neutro
52613,131544,19,2,La atención no fue agradable,negativo
52614,131551,30,4,"Buen servicio, todo rico",positivo
52615,131552,25,5,"Excelente atención, volveré",positivo
52616,131555,31,4,"Buen servicio, todo rico",positivo
52617,131559,27,5,"Excelente atención, volveré",positivo
52618,131562,38,3,Servicio regular,neutro
52619,131564,34,5,"Excelente atención, volveré",positivo
52620,131565,34,4,"Buen servicio, todo rico",positivo
52621,131566,37,4,"Buen servicio, todo rico",positivo
52622,131571,27,4,"Buen servicio, todo rico",positivo
52623,131573,33,4,"Buen servicio, todo rico",positivo
52624,131575,39,4,"Buen servicio, todo rico",positivo
52625,131576,30,4,"Buen servicio, todo rico",positivo
52626,131577,31,4,"Buen servicio, todo rico",positivo
52627,131581,31,4,"Buen servicio, todo rico",positivo
52628,131583,26,4,"Buen servicio, todo rico",positivo
52629,131587,30,4,"Buen servicio, todo rico",positivo
52630,131592,38,2,La atención no fue agradable,negativo
52631,131595,27,4,"Buen servicio, todo rico",positivo
52632,131597,29,4,"Buen servicio, todo rico",positivo
52633,131598,39,5,"Excelente atención, volveré",positivo
52634,131604,35,4,"Buen servicio, todo rico",positivo
52635,131605,35,5,"Excelente atención, volveré",positivo
52636,131606,36,3,Servicio regular,neutro
52637,131607,26,4,"Buen servicio, todo rico",positivo
52638,131609,33,3,Servicio regular,neutro
52639,131611,26,4,"Buen servicio, todo rico",positivo
52640,131613,31,4,"Buen servicio, todo rico",positivo
52641,131614,35,4,"Buen servicio, todo rico",positivo
52642,131615,40,4,"Buen servicio, todo rico",positivo
52643,131620,44,3,Servicio regular,neutro
52644,131621,44,4,"Buen servicio, todo rico",positivo
52645,131625,43,3,Servicio regular,neutro
52646,131626,45,2,La atención no fue agradable,negativo
52647,131627,46,4,"Buen servicio, todo rico",positivo
52648,131628,42,4,"Buen servicio, todo rico",positivo
52649,131629,46,3,Servicio regular,neutro
52650,131630,44,3,Servicio regular,neutro
52651,131633,47,4,"Buen servicio, todo rico",positivo
52652,131639,48,3,Servicio regular,neutro
52653,131643,45,3,Servicio regular,neutro
52654,131646,42,4,"Buen servicio, todo rico",positivo
52655,131653,5,3,Servicio regular,neutro
52656,131654,16,3,Servicio regular,neutro
52657,131658,16,3,Servicio regular,neutro
52658,131659,3,4,"Buen servicio, todo rico",positivo
52659,131669,1,4,"Buen servicio, todo rico",positivo
52660,131670,18,4,"Buen servicio, todo rico",positivo
52661,131671,24,3,Servicio regular,neutro
52662,131676,2,5,"Excelente atención, volveré",positivo
52663,131677,3,3,Servicio regular,neutro
52664,131678,23,4,"Buen servicio, todo rico",positivo
52665,131679,11,4,"Buen servicio, todo rico",positivo
52666,131682,8,3,Servicio regular,neutro
52667,131690,4,3,Servicio regular,neutro
52668,131693,11,4,"Buen servicio, todo rico",positivo
52669,131694,19,3,Servicio regular,neutro
52670,131696,1,4,"Buen servicio, todo rico",positivo
52671,131697,20,4,"Buen servicio, todo rico",positivo
52672,131706,5,3,Servicio regular,neutro
52673,131708,15,3,Servicio regular,neutro
52674,131714,22,4,"Buen servicio, todo rico",positivo
52675,131715,14,3,Servicio regular,neutro
52676,131716,18,4,"Buen servicio, todo rico",positivo
52677,131719,14,4,"Buen servicio, todo rico",positivo
52678,131721,14,4,"Buen servicio, todo rico",positivo
52679,131726,16,3,Servicio regular,neutro
52680,131727,9,4,"Buen servicio, todo rico",positivo
52681,131730,22,4,"Buen servicio, todo rico",positivo
52682,131732,4,3,Servicio regular,neutro
52683,131733,15,2,La atención no fue agradable,negativo
52684,131736,11,4,"Buen servicio, todo rico",positivo
52685,131738,8,4,"Buen servicio, todo rico",positivo
52686,131740,7,4,"Buen servicio, todo rico",positivo
52687,131743,1,4,"Buen servicio, todo rico",positivo
52688,131744,14,4,"Buen servicio, todo rico",positivo
52689,131745,9,3,Servicio regular,neutro
52690,131748,23,4,"Buen servicio, todo rico",positivo
52691,131753,32,5,"Excelente atención, volveré",positivo
52692,131755,38,3,Servicio regular,neutro
52693,131757,26,4,"Buen servicio, todo rico",positivo
52694,131758,34,4,"Buen servicio, todo rico",positivo
52695,131765,40,4,"Buen servicio, todo rico",positivo
52696,131768,28,2,La atención no fue agradable,negativo
52697,131769,30,4,"Buen servicio, todo rico",positivo
52698,131770,36,3,Servicio regular,neutro
52699,131771,31,3,Servicio regular,neutro
52700,131774,38,3,Servicio regular,neutro
52701,131776,36,3,Servicio regular,neutro
52702,131777,30,4,"Buen servicio, todo rico",positivo
52703,131778,30,5,"Excelente atención, volveré",positivo
52704,131781,29,4,"Buen servicio, todo rico",positivo
52705,131783,29,4,"Buen servicio, todo rico",positivo
52706,131787,33,2,La atención no fue agradable,negativo
52707,131788,34,4,"Buen servicio, todo rico",positivo
52708,131792,33,3,Servicio regular,neutro
52709,131794,31,3,Servicio regular,neutro
52710,131796,38,3,Servicio regular,neutro
52711,131797,37,4,"Buen servicio, todo rico",positivo
52712,131800,31,4,"Buen servicio, todo rico",positivo
52713,131802,39,4,"Buen servicio, todo rico",positivo
52714,131806,32,4,"Buen servicio, todo rico",positivo
52715,131808,28,2,La atención no fue agradable,negativo
52716,131809,39,4,"Buen servicio, todo rico",positivo
52717,131810,27,5,"Excelente atención, volveré",positivo
52718,131811,26,4,"Buen servicio, todo rico",positivo
52719,131814,34,5,"Excelente atención, volveré",positivo
52720,131817,40,4,"Buen servicio, todo rico",positivo
52721,131819,26,5,"Excelente atención, volveré",positivo
52722,131822,26,4,"Buen servicio, todo rico",positivo
52723,131823,43,4,"Buen servicio, todo rico",positivo
52724,131825,47,4,"Buen servicio, todo rico",positivo
52725,131826,44,4,"Buen servicio, todo rico",positivo
52726,131829,48,3,Servicio regular,neutro
52727,131831,48,3,Servicio regular,neutro
52728,131832,46,2,La atención no fue agradable,negativo
52729,131836,45,2,La atención no fue agradable,negativo
52730,131837,45,2,La atención no fue agradable,negativo
52731,131844,48,3,Servicio regular,neutro
52732,131847,48,4,"Buen servicio, todo rico",positivo
52733,131848,48,4,"Buen servicio, todo rico",positivo
52734,131854,48,3,Servicio regular,neutro
52735,131855,45,2,La atención no fue agradable,negativo
52736,131856,48,3,Servicio regular,neutro
52737,131858,41,3,Servicio regular,neutro
52738,131862,7,4,"Buen servicio, todo rico",positivo
52739,131865,21,4,"Buen servicio, todo rico",positivo
52740,131867,22,4,"Buen servicio, todo rico",positivo
52741,131870,10,3,Servicio regular,neutro
52742,131876,16,3,Servicio regular,neutro
52743,131878,13,4,"Buen servicio, todo rico",positivo
52744,131880,2,4,"Buen servicio, todo rico",positivo
52745,131881,11,3,Servicio regular,neutro
52746,131890,13,4,"Buen servicio, todo rico",positivo
52747,131892,24,4,"Buen servicio, todo rico",positivo
52748,131895,9,3,Servicio regular,neutro
52749,131898,13,4,"Buen servicio, todo rico",positivo
52750,131900,2,5,"Excelente atención, volveré",positivo
52751,131902,22,3,Servicio regular,neutro
52752,131906,18,5,"Excelente atención, volveré",positivo
52753,131908,22,4,"Buen servicio, todo rico",positivo
52754,131909,14,3,Servicio regular,neutro
52755,131910,15,3,Servicio regular,neutro
52756,131914,18,5,"Excelente atención, volveré",positivo
52757,131917,11,3,Servicio regular,neutro
52758,131918,24,4,"Buen servicio, todo rico",positivo
52759,131919,3,4,"Buen servicio, todo rico",positivo
52760,131920,11,3,Servicio regular,neutro
52761,131926,7,4,"Buen servicio, todo rico",positivo
52762,131928,7,3,Servicio regular,neutro
52763,131934,5,3,Servicio regular,neutro
52764,131935,6,4,"Buen servicio, todo rico",positivo
52765,131936,19,3,Servicio regular,neutro
52766,131937,18,4,"Buen servicio, todo rico",positivo
52767,131938,20,4,"Buen servicio, todo rico",positivo
52768,131940,5,3,Servicio regular,neutro
52769,131942,7,4,"Buen servicio, todo rico",positivo
52770,131943,6,3,Servicio regular,neutro
52771,131946,11,4,"Buen servicio, todo rico",positivo
52772,131948,16,4,"Buen servicio, todo rico",positivo
52773,131952,4,3,Servicio regular,neutro
52774,131956,22,4,"Buen servicio, todo rico",positivo
52775,131957,3,4,"Buen servicio, todo rico",positivo
52776,131958,4,3,Servicio regular,neutro
52777,131959,12,3,Servicio regular,neutro
52778,131961,27,5,"Excelente atención, volveré",positivo
52779,131962,34,5,"Excelente atención, volveré",positivo
52780,131964,26,5,"Excelente atención, volveré",positivo
52781,131965,28,2,La atención no fue agradable,negativo
52782,131966,35,4,"Buen servicio, todo rico",positivo
52783,131968,26,5,"Excelente atención, volveré",positivo
52784,131969,29,5,"Excelente atención, volveré",positivo
52785,131971,29,4,"Buen servicio, todo rico",positivo
52786,131973,29,4,"Buen servicio, todo rico",positivo
52787,131976,27,4,"Buen servicio, todo rico",positivo
52788,131979,25,5,"Excelente atención, volveré",positivo
52789,131982,39,4,"Buen servicio, todo rico",positivo
52790,131984,39,4,"Buen servicio, todo rico",positivo
52791,131985,39,4,"Buen servicio, todo rico",positivo
52792,131986,29,5,"Excelente atención, volveré",positivo
52793,131990,26,4,"Buen servicio, todo rico",positivo
52794,131991,28,2,La atención no fue agradable,negativo
52795,131992,25,4,"Buen servicio, todo rico",positivo
52796,131993,29,4,"Buen servicio, todo rico",positivo
52797,131994,34,4,"Buen servicio, todo rico",positivo
52798,131995,40,4,"Buen servicio, todo rico",positivo
52799,131997,34,5,"Excelente atención, volveré",positivo
52800,132000,37,4,"Buen servicio, todo rico",positivo
52801,132006,30,4,"Buen servicio, todo rico",positivo
52802,132007,36,3,Servicio regular,neutro
52803,132008,36,3,Servicio regular,neutro
52804,132010,25,4,"Buen servicio, todo rico",positivo
52805,132014,34,4,"Buen servicio, todo rico",positivo
52806,132015,37,4,"Buen servicio, todo rico",positivo
52807,132016,40,4,"Buen servicio, todo rico",positivo
52808,132018,29,4,"Buen servicio, todo rico",positivo
52809,132025,35,4,"Buen servicio, todo rico",positivo
52810,132030,33,4,"Buen servicio, todo rico",positivo
52811,132034,42,4,"Buen servicio, todo rico",positivo
52812,132035,45,2,La atención no fue agradable,negativo
52813,132038,42,4,"Buen servicio, todo rico",positivo
52814,132041,42,4,"Buen servicio, todo rico",positivo
52815,132044,47,3,Servicio regular,neutro
52816,132045,46,4,"Buen servicio, todo rico",positivo
52817,132046,43,3,Servicio regular,neutro
52818,132047,47,3,Servicio regular,neutro
52819,132049,41,3,Servicio regular,neutro
52820,132050,47,3,Servicio regular,neutro
52821,132051,45,2,La atención no fue agradable,negativo
52822,132052,47,4,"Buen servicio, todo rico",positivo
52823,132056,44,3,Servicio regular,neutro
52824,132060,46,4,"Buen servicio, todo rico",positivo
52825,132063,47,4,"Buen servicio, todo rico",positivo
52826,132066,8,4,"Buen servicio, todo rico",positivo
52827,132067,11,4,"Buen servicio, todo rico",positivo
52828,132068,17,4,"Buen servicio, todo rico",positivo
52829,132069,24,4,"Buen servicio, todo rico",positivo
52830,132071,10,4,"Buen servicio, todo rico",positivo
52831,132072,24,4,"Buen servicio, todo rico",positivo
52832,132075,24,4,"Buen servicio, todo rico",positivo
52833,132076,20,4,"Buen servicio, todo rico",positivo
52834,132078,12,3,Servicio regular,neutro
52835,132079,9,3,Servicio regular,neutro
52836,132082,11,3,Servicio regular,neutro
52837,132083,7,3,Servicio regular,neutro
52838,132084,5,4,"Buen servicio, todo rico",positivo
52839,132085,14,4,"Buen servicio, todo rico",positivo
52840,132088,7,3,Servicio regular,neutro
52841,132090,13,4,"Buen servicio, todo rico",positivo
52842,132094,23,3,Servicio regular,neutro
52843,132096,19,3,Servicio regular,neutro
52844,132098,8,3,Servicio regular,neutro
52845,132102,23,4,"Buen servicio, todo rico",positivo
52846,132103,9,4,"Buen servicio, todo rico",positivo
52847,132104,23,3,Servicio regular,neutro
52848,132108,24,4,"Buen servicio, todo rico",positivo
52849,132109,8,3,Servicio regular,neutro
52850,132110,3,4,"Buen servicio, todo rico",positivo
52851,132118,16,3,Servicio regular,neutro
52852,132120,11,4,"Buen servicio, todo rico",positivo
52853,132122,24,4,"Buen servicio, todo rico",positivo
52854,132123,1,3,Servicio regular,neutro
52855,132127,16,4,"Buen servicio, todo rico",positivo
52856,132128,16,3,Servicio regular,neutro
52857,132131,15,4,"Buen servicio, todo rico",positivo
52858,132135,24,4,"Buen servicio, todo rico",positivo
52859,132137,4,3,Servicio regular,neutro
52860,132140,17,3,Servicio regular,neutro
52861,132147,6,4,"Buen servicio, todo rico",positivo
52862,132150,18,4,"Buen servicio, todo rico",positivo
52863,132152,2,5,"Excelente atención, volveré",positivo
52864,132154,12,4,"Buen servicio, todo rico",positivo
52865,132162,18,4,"Buen servicio, todo rico",positivo
52866,132163,7,4,"Buen servicio, todo rico",positivo
52867,132165,23,3,Servicio regular,neutro
52868,132168,2,4,"Buen servicio, todo rico",positivo
52869,132169,1,3,Servicio regular,neutro
52870,132170,14,5,"Excelente atención, volveré",positivo
52871,132171,18,4,"Buen servicio, todo rico",positivo
52872,132173,22,4,"Buen servicio, todo rico",positivo
52873,132175,3,4,"Buen servicio, todo rico",positivo
52874,132177,6,4,"Buen servicio, todo rico",positivo
52875,132179,18,4,"Buen servicio, todo rico",positivo
52876,132180,24,5,"Excelente atención, volveré",positivo
52877,132181,16,3,Servicio regular,neutro
52878,132182,6,4,"Buen servicio, todo rico",positivo
52879,132186,4,4,"Buen servicio, todo rico",positivo
52880,132190,17,4,"Buen servicio, todo rico",positivo
52881,132192,2,4,"Buen servicio, todo rico",positivo
52882,132193,2,5,"Excelente atención, volveré",positivo
52883,132196,25,4,"Buen servicio, todo rico",positivo
52884,132198,31,4,"Buen servicio, todo rico",positivo
52885,132200,29,4,"Buen servicio, todo rico",positivo
52886,132203,27,5,"Excelente atención, volveré",positivo
52887,132205,37,4,"Buen servicio, todo rico",positivo
52888,132207,36,4,"Buen servicio, todo rico",positivo
52889,132211,25,4,"Buen servicio, todo rico",positivo
52890,132212,34,4,"Buen servicio, todo rico",positivo
52891,132214,28,3,Servicio regular,neutro
52892,132216,27,4,"Buen servicio, todo rico",positivo
52893,132218,31,3,Servicio regular,neutro
52894,132219,33,4,"Buen servicio, todo rico",positivo
52895,132223,36,3,Servicio regular,neutro
52896,132226,37,4,"Buen servicio, todo rico",positivo
52897,132228,26,4,"Buen servicio, todo rico",positivo
52898,132229,39,4,"Buen servicio, todo rico",positivo
52899,132230,28,3,Servicio regular,neutro
52900,132231,30,4,"Buen servicio, todo rico",positivo
52901,132233,33,4,"Buen servicio, todo rico",positivo
52902,132237,31,4,"Buen servicio, todo rico",positivo
52903,132243,31,4,"Buen servicio, todo rico",positivo
52904,132244,26,4,"Buen servicio, todo rico",positivo
52905,132245,26,5,"Excelente atención, volveré",positivo
52906,132246,30,4,"Buen servicio, todo rico",positivo
52907,132248,34,5,"Excelente atención, volveré",positivo
52908,132249,29,4,"Buen servicio, todo rico",positivo
52909,132250,26,4,"Buen servicio, todo rico",positivo
52910,132253,39,4,"Buen servicio, todo rico",positivo
52911,132256,32,4,"Buen servicio, todo rico",positivo
52912,132257,35,4,"Buen servicio, todo rico",positivo
52913,132258,34,4,"Buen servicio, todo rico",positivo
52914,132261,28,2,La atención no fue agradable,negativo
52915,132263,34,4,"Buen servicio, todo rico",positivo
52916,132265,27,5,"Excelente atención, volveré",positivo
52917,132270,26,4,"Buen servicio, todo rico",positivo
52918,132271,28,3,Servicio regular,neutro
52919,132274,39,4,"Buen servicio, todo rico",positivo
52920,132275,39,4,"Buen servicio, todo rico",positivo
52921,132276,26,4,"Buen servicio, todo rico",positivo
52922,132277,35,4,"Buen servicio, todo rico",positivo
52923,132279,25,5,"Excelente atención, volveré",positivo
52924,132282,40,4,"Buen servicio, todo rico",positivo
52925,132286,36,4,"Buen servicio, todo rico",positivo
52926,132289,44,3,Servicio regular,neutro
52927,132292,42,4,"Buen servicio, todo rico",positivo
52928,132293,43,3,Servicio regular,neutro
52929,132295,48,3,Servicio regular,neutro
52930,132296,41,3,Servicio regular,neutro
52931,132297,41,2,La atención no fue agradable,negativo
52932,132301,42,5,"Excelente atención, volveré",positivo
52933,132305,42,4,"Buen servicio, todo rico",positivo
52934,132306,44,3,Servicio regular,neutro
52935,132307,45,2,La atención no fue agradable,negativo
52936,132309,48,4,"Buen servicio, todo rico",positivo
52937,132317,45,2,La atención no fue agradable,negativo
52938,132318,45,2,La atención no fue agradable,negativo
52939,132319,43,3,Servicio regular,neutro
52940,132321,47,4,"Buen servicio, todo rico",positivo
52941,132322,45,3,Servicio regular,neutro
52942,132323,42,4,"Buen servicio, todo rico",positivo
52943,132325,44,4,"Buen servicio, todo rico",positivo
52944,132329,43,3,Servicio regular,neutro
52945,132332,45,2,La atención no fue agradable,negativo
52946,132337,21,4,"Buen servicio, todo rico",positivo
52947,132338,4,4,"Buen servicio, todo rico",positivo
52948,132339,5,3,Servicio regular,neutro
52949,132341,17,3,Servicio regular,neutro
52950,132342,3,3,Servicio regular,neutro
52951,132343,14,4,"Buen servicio, todo rico",positivo
52952,132347,2,4,"Buen servicio, todo rico",positivo
52953,132353,12,3,Servicio regular,neutro
52954,132359,8,3,Servicio regular,neutro
52955,132362,13,4,"Buen servicio, todo rico",positivo
52956,132365,11,3,Servicio regular,neutro
52957,132367,17,3,Servicio regular,neutro
52958,132368,14,4,"Buen servicio, todo rico",positivo
52959,132373,8,3,Servicio regular,neutro
52960,132374,19,3,Servicio regular,neutro
52961,132378,15,4,"Buen servicio, todo rico",positivo
52962,132379,23,3,Servicio regular,neutro
52963,132380,15,3,Servicio regular,neutro
52964,132385,18,4,"Buen servicio, todo rico",positivo
52965,132389,19,2,La atención no fue agradable,negativo
52966,132393,10,4,"Buen servicio, todo rico",positivo
52967,132397,7,4,"Buen servicio, todo rico",positivo
52968,132398,2,5,"Excelente atención, volveré",positivo
52969,132400,23,4,"Buen servicio, todo rico",positivo
52970,132401,1,3,Servicio regular,neutro
52971,132402,20,4,"Buen servicio, todo rico",positivo
52972,132403,11,3,Servicio regular,neutro
52973,132404,2,5,"Excelente atención, volveré",positivo
52974,132408,11,4,"Buen servicio, todo rico",positivo
52975,132409,15,3,Servicio regular,neutro
52976,132413,17,3,Servicio regular,neutro
52977,132420,6,3,Servicio regular,neutro
52978,132423,2,4,"Buen servicio, todo rico",positivo
52979,132426,16,3,Servicio regular,neutro
52980,132429,16,4,"Buen servicio, todo rico",positivo
52981,132430,19,2,La atención no fue agradable,negativo
52982,132431,17,4,"Buen servicio, todo rico",positivo
52983,132433,17,4,"Buen servicio, todo rico",positivo
52984,132435,21,4,"Buen servicio, todo rico",positivo
52985,132436,21,4,"Buen servicio, todo rico",positivo
52986,132438,4,3,Servicio regular,neutro
52987,132441,5,3,Servicio regular,neutro
52988,132442,12,4,"Buen servicio, todo rico",positivo
52989,132444,14,4,"Buen servicio, todo rico",positivo
52990,132445,2,4,"Buen servicio, todo rico",positivo
52991,132449,8,3,Servicio regular,neutro
52992,132452,11,4,"Buen servicio, todo rico",positivo
52993,132454,18,4,"Buen servicio, todo rico",positivo
52994,132456,24,4,"Buen servicio, todo rico",positivo
52995,132457,1,3,Servicio regular,neutro
52996,132459,9,4,"Buen servicio, todo rico",positivo
52997,132460,19,3,Servicio regular,neutro
52998,132461,18,4,"Buen servicio, todo rico",positivo
52999,132462,18,4,"Buen servicio, todo rico",positivo
53000,132464,12,3,Servicio regular,neutro
53001,132465,19,2,La atención no fue agradable,negativo
53002,132473,4,3,Servicio regular,neutro
53003,132476,20,4,"Buen servicio, todo rico",positivo
53004,132483,30,4,"Buen servicio, todo rico",positivo
53005,132484,39,4,"Buen servicio, todo rico",positivo
53006,132485,31,4,"Buen servicio, todo rico",positivo
53007,132487,39,4,"Buen servicio, todo rico",positivo
53008,132489,26,5,"Excelente atención, volveré",positivo
53009,132490,34,4,"Buen servicio, todo rico",positivo
53010,132493,39,5,"Excelente atención, volveré",positivo
53011,132495,27,4,"Buen servicio, todo rico",positivo
53012,132496,32,4,"Buen servicio, todo rico",positivo
53013,132497,30,4,"Buen servicio, todo rico",positivo
53014,132501,37,4,"Buen servicio, todo rico",positivo
53015,132502,31,4,"Buen servicio, todo rico",positivo
53016,132503,36,4,"Buen servicio, todo rico",positivo
53017,132506,40,4,"Buen servicio, todo rico",positivo
53018,132508,35,5,"Excelente atención, volveré",positivo
53019,132510,32,4,"Buen servicio, todo rico",positivo
53020,132512,33,3,Servicio regular,neutro
53021,132513,31,3,Servicio regular,neutro
53022,132516,26,5,"Excelente atención, volveré",positivo
53023,132522,37,4,"Buen servicio, todo rico",positivo
53024,132523,25,4,"Buen servicio, todo rico",positivo
53025,132524,40,4,"Buen servicio, todo rico",positivo
53026,132526,38,3,Servicio regular,neutro
53027,132527,29,5,"Excelente atención, volveré",positivo
53028,132528,27,4,"Buen servicio, todo rico",positivo
53029,132529,36,3,Servicio regular,neutro
53030,132535,32,5,"Excelente atención, volveré",positivo
53031,132536,37,4,"Buen servicio, todo rico",positivo
53032,132539,28,2,La atención no fue agradable,negativo
53033,132542,36,3,Servicio regular,neutro
53034,132545,30,4,"Buen servicio, todo rico",positivo
53035,132548,31,3,Servicio regular,neutro
53036,132551,38,3,Servicio regular,neutro
53037,132554,26,4,"Buen servicio, todo rico",positivo
53038,132557,36,3,Servicio regular,neutro
53039,132558,40,4,"Buen servicio, todo rico",positivo
53040,132559,26,4,"Buen servicio, todo rico",positivo
53041,132560,25,4,"Buen servicio, todo rico",positivo
53042,132565,40,4,"Buen servicio, todo rico",positivo
53043,132567,38,3,Servicio regular,neutro
53044,132571,27,4,"Buen servicio, todo rico",positivo
53045,132576,39,4,"Buen servicio, todo rico",positivo
53046,132578,39,4,"Buen servicio, todo rico",positivo
